areaCode,areaName,areaType,date,cumDailyNsoDeathsByDeathDate,hospitalCases,newCasesBySpecimenDate
E92000001,England,nation,2021-06-29,133104,1445,22677
E92000001,England,nation,2021-06-28,133083,1465,22879
E92000001,England,nation,2021-06-27,133070,1331,15043
E92000001,England,nation,2021-06-26,133050,1276,13182
E92000001,England,nation,2021-06-25,133040,1284,14520
E92000001,England,nation,2021-06-24,133020,1274,14709
E92000001,England,nation,2021-06-23,132998,1255,14398
E92000001,England,nation,2021-06-22,132992,1301,13216
E92000001,England,nation,2021-06-21,132980,1290,12406
E92000001,England,nation,2021-06-20,132969,1168,8008
E92000001,England,nation,2021-06-19,132950,1143,6940
E92000001,England,nation,2021-06-18,132933,1170,8506
E92000001,England,nation,2021-06-17,132919,1122,9200
E92000001,England,nation,2021-06-16,132912,1057,9155
E92000001,England,nation,2021-06-15,132900,1030,8867
E92000001,England,nation,2021-06-14,132886,993,8689
E92000001,England,nation,2021-06-13,132875,947,5908
E92000001,England,nation,2021-06-12,132866,915,5255
E92000001,England,nation,2021-06-11,132856,884,6336
E92000001,England,nation,2021-06-10,132845,906,6530
E92000001,England,nation,2021-06-09,132829,876,6719
E92000001,England,nation,2021-06-08,132815,879,6427
E92000001,England,nation,2021-06-07,132802,860,6596
E92000001,England,nation,2021-06-06,132797,807,4613
E92000001,England,nation,2021-06-05,132785,782,3862
E92000001,England,nation,2021-06-04,132781,805,4739
E92000001,England,nation,2021-06-03,132769,779,4973
E92000001,England,nation,2021-06-02,132755,801,4919
E92000001,England,nation,2021-06-01,132745,776,4333
E92000001,England,nation,2021-05-31,132736,773,3062
E92000001,England,nation,2021-05-30,132726,755,2531
E92000001,England,nation,2021-05-29,132719,748,2393
E92000001,England,nation,2021-05-28,132710,743,2826
E92000001,England,nation,2021-05-27,132699,742,2961
E92000001,England,nation,2021-05-26,132691,745,3068
E92000001,England,nation,2021-05-25,132679,765,2693
E92000001,England,nation,2021-05-24,132672,797,2618
E92000001,England,nation,2021-05-23,132659,756,1842
E92000001,England,nation,2021-05-22,132645,730,1534
E92000001,England,nation,2021-05-21,132642,766,1799
E92000001,England,nation,2021-05-20,132626,749,1913
E92000001,England,nation,2021-05-19,132620,757,2174
E92000001,England,nation,2021-05-18,132617,749,2141
E92000001,England,nation,2021-05-17,132608,798,2243
E92000001,England,nation,2021-05-16,132597,801,1521
E92000001,England,nation,2021-05-15,132587,810,1261
E92000001,England,nation,2021-05-14,132574,818,1458
E92000001,England,nation,2021-05-13,132565,845,1656
E92000001,England,nation,2021-05-12,132555,907,1768
E92000001,England,nation,2021-05-11,132542,921,1745
E92000001,England,nation,2021-05-10,132523,944,2176
E92000001,England,nation,2021-05-09,132516,933,1849
E92000001,England,nation,2021-05-08,132505,948,1203
E92000001,England,nation,2021-05-07,132488,973,1560
E92000001,England,nation,2021-05-06,132473,976,1807
E92000001,England,nation,2021-05-05,132459,1032,2042
E92000001,England,nation,2021-05-04,132439,1093,2044
E92000001,England,nation,2021-05-03,132425,1096,1696
E92000001,England,nation,2021-05-02,132408,1082,1215
E92000001,England,nation,2021-05-01,132393,1071,1128
E92000001,England,nation,2021-04-30,132380,1161,1411
E92000001,England,nation,2021-04-29,132364,1235,1762
E92000001,England,nation,2021-04-28,132349,1278,2018
E92000001,England,nation,2021-04-27,132330,1310,1694
E92000001,England,nation,2021-04-26,132306,1393,2093
E92000001,England,nation,2021-04-25,132287,1377,1774
E92000001,England,nation,2021-04-24,132266,1401,1203
E92000001,England,nation,2021-04-23,132247,1478,1580
E92000001,England,nation,2021-04-22,132224,1523,1886
E92000001,England,nation,2021-04-21,132196,1609,2128
E92000001,England,nation,2021-04-20,132171,1649,1942
E92000001,England,nation,2021-04-19,132141,1732,2128
E92000001,England,nation,2021-04-18,132124,1691,2129
E92000001,England,nation,2021-04-17,132098,1735,1308
E92000001,England,nation,2021-04-16,132065,1844,1811
E92000001,England,nation,2021-04-15,132038,1885,1803
E92000001,England,nation,2021-04-14,132002,1972,1945
E92000001,England,nation,2021-04-13,131977,2057,1910
E92000001,England,nation,2021-04-12,131940,2108,2236
E92000001,England,nation,2021-04-11,131905,2096,1899
E92000001,England,nation,2021-04-10,131873,2190,1889
E92000001,England,nation,2021-04-09,131837,2321,2317
E92000001,England,nation,2021-04-08,131805,2382,2480
E92000001,England,nation,2021-04-07,131755,2486,2588
E92000001,England,nation,2021-04-06,131718,2588,2564
E92000001,England,nation,2021-04-05,131681,2680,2191
E92000001,England,nation,2021-04-04,131647,2672,1924
E92000001,England,nation,2021-04-03,131598,2677,2012
E92000001,England,nation,2021-04-02,131566,2784,2126
E92000001,England,nation,2021-04-01,131528,2928,2866
E92000001,England,nation,2021-03-31,131474,3084,3146
E92000001,England,nation,2021-03-30,131410,3283,2957
E92000001,England,nation,2021-03-29,131362,3466,3196
E92000001,England,nation,2021-03-28,131307,3438,4103
E92000001,England,nation,2021-03-27,131265,3676,2947
E92000001,England,nation,2021-03-26,131211,3712,3627
E92000001,England,nation,2021-03-25,131151,3763,4451
E92000001,England,nation,2021-03-24,131084,4005,5116
E92000001,England,nation,2021-03-23,131026,4245,4347
E92000001,England,nation,2021-03-22,130945,4501,5147
E92000001,England,nation,2021-03-21,130859,4492,4519
E92000001,England,nation,2021-03-20,130754,4589,3369
E92000001,England,nation,2021-03-19,130667,4841,4142
E92000001,England,nation,2021-03-18,130587,5083,4528
E92000001,England,nation,2021-03-17,130502,5397,4850
E92000001,England,nation,2021-03-16,130399,5664,4741
E92000001,England,nation,2021-03-15,130305,5976,5440
E92000001,England,nation,2021-03-14,130186,6039,3586
E92000001,England,nation,2021-03-13,130076,6072,3455
E92000001,England,nation,2021-03-12,129954,6391,4619
E92000001,England,nation,2021-03-11,129838,6687,4689
E92000001,England,nation,2021-03-10,129687,6975,5014
E92000001,England,nation,2021-03-09,129553,7451,5222
E92000001,England,nation,2021-03-08,129393,7847,5572
E92000001,England,nation,2021-03-07,129228,7812,3543
E92000001,England,nation,2021-03-06,129056,8021,3708
E92000001,England,nation,2021-03-05,128878,8594,4554
E92000001,England,nation,2021-03-04,128675,9092,4797
E92000001,England,nation,2021-03-03,128472,9594,5103
E92000001,England,nation,2021-03-02,128287,10121,5685
E92000001,England,nation,2021-03-01,128078,10765,5892
E92000001,England,nation,2021-02-28,127829,10663,3957
E92000001,England,nation,2021-02-27,127575,11090,4105
E92000001,England,nation,2021-02-26,127312,11781,5671
E92000001,England,nation,2021-02-25,127053,12449,6620
E92000001,England,nation,2021-02-24,126750,13007,7304
E92000001,England,nation,2021-02-23,126436,13511,8145
E92000001,England,nation,2021-02-22,126104,14137,9856
E92000001,England,nation,2021-02-21,125783,14142,6800
E92000001,England,nation,2021-02-20,125428,14316,6893
E92000001,England,nation,2021-02-19,125043,15018,8885
E92000001,England,nation,2021-02-18,124656,15633,9910
E92000001,England,nation,2021-02-17,124203,16458,10027
E92000001,England,nation,2021-02-16,123767,17093,10818
E92000001,England,nation,2021-02-15,123269,17730,12473
E92000001,England,nation,2021-02-14,122722,17787,7535
E92000001,England,nation,2021-02-13,122206,17694,7743
E92000001,England,nation,2021-02-12,121698,19009,10572
E92000001,England,nation,2021-02-11,121154,19983,11230
E92000001,England,nation,2021-02-10,120570,20926,11846
E92000001,England,nation,2021-02-09,119943,22067,12245
E92000001,England,nation,2021-02-08,119316,23020,13854
E92000001,England,nation,2021-02-07,118617,22991,10161
E92000001,England,nation,2021-02-06,117954,23042,10589
E92000001,England,nation,2021-02-05,117271,24402,13979
E92000001,England,nation,2021-02-04,116503,25334,16157
E92000001,England,nation,2021-02-03,115768,26374,17413
E92000001,England,nation,2021-02-02,114904,27397,17662
E92000001,England,nation,2021-02-01,114053,28539,20112
E92000001,England,nation,2021-01-31,113163,28112,13710
E92000001,England,nation,2021-01-30,112267,28571,15003
E92000001,England,nation,2021-01-29,111345,29359,19687
E92000001,England,nation,2021-01-28,110343,30333,21845
E92000001,England,nation,2021-01-27,109235,30846,23238
E92000001,England,nation,2021-01-26,108131,32337,24435
E92000001,England,nation,2021-01-25,107088,32938,27111
E92000001,England,nation,2021-01-24,105944,32907,15455
E92000001,England,nation,2021-01-23,104863,32614,19877
E92000001,England,nation,2021-01-22,103719,33412,26911
E92000001,England,nation,2021-01-21,102533,33235,28754
E92000001,England,nation,2021-01-20,101333,33886,31750
E92000001,England,nation,2021-01-19,100099,34015,35963
E92000001,England,nation,2021-01-18,98776,34336,40714
E92000001,England,nation,2021-01-17,97537,33352,26208
E92000001,England,nation,2021-01-16,96312,32923,27651
E92000001,England,nation,2021-01-15,95075,33362,36795
E92000001,England,nation,2021-01-14,93917,32925,38528
E92000001,England,nation,2021-01-13,92753,32689,41159
E92000001,England,nation,2021-01-12,91597,32202,44679
E92000001,England,nation,2021-01-11,90427,32070,52018
E92000001,England,nation,2021-01-10,89357,30758,32856
E92000001,England,nation,2021-01-09,88331,29462,35450
E92000001,England,nation,2021-01-08,87358,29346,42333
E92000001,England,nation,2021-01-07,86435,28246,46856
E92000001,England,nation,2021-01-06,85520,27727,51319
E92000001,England,nation,2021-01-05,84638,26467,58044
E92000001,England,nation,2021-01-04,83789,26626,69118
E92000001,England,nation,2021-01-03,83000,24957,49507
E92000001,England,nation,2021-01-02,82316,23557,54172
E92000001,England,nation,2021-01-01,81593,22534,28225
E92000001,England,nation,2020-12-31,80904,22728,46688
E92000001,England,nation,2020-12-30,80203,22713,62873
E92000001,England,nation,2020-12-29,79548,21787,72508
E92000001,England,nation,2020-12-28,78934,20426,40040
E92000001,England,nation,2020-12-27,78319,19277,42429
E92000001,England,nation,2020-12-26,77707,18350,36708
E92000001,England,nation,2020-12-25,77114,17701,12672
E92000001,England,nation,2020-12-24,76556,18227,28695
E92000001,England,nation,2020-12-23,76053,17834,37610
E92000001,England,nation,2020-12-22,75534,18063,40900
E92000001,England,nation,2020-12-21,74995,17709,42592
E92000001,England,nation,2020-12-20,74489,16633,28937
E92000001,England,nation,2020-12-19,74034,16183,21739
E92000001,England,nation,2020-12-18,73577,15866,31837
E92000001,England,nation,2020-12-17,73099,15741,29606
E92000001,England,nation,2020-12-16,72636,15465,30126
E92000001,England,nation,2020-12-15,72250,15031,29093
E92000001,England,nation,2020-12-14,71842,15053,29506
E92000001,England,nation,2020-12-13,71420,14460,18128
E92000001,England,nation,2020-12-12,71010,13927,16031
E92000001,England,nation,2020-12-11,70599,13901,19860
E92000001,England,nation,2020-12-10,70175,13796,18540
E92000001,England,nation,2020-12-09,69768,13467,17463
E92000001,England,nation,2020-12-08,69387,13629,16665
E92000001,England,nation,2020-12-07,68989,13616,17393
E92000001,England,nation,2020-12-06,68610,13189,10871
E92000001,England,nation,2020-12-05,68247,12968,10141
E92000001,England,nation,2020-12-04,67902,12987,12882
E92000001,England,nation,2020-12-03,67482,12896,12526
E92000001,England,nation,2020-12-02,67072,13212,13463
E92000001,England,nation,2020-12-01,66724,13507,13520
E92000001,England,nation,2020-11-30,66365,13756,15026
E92000001,England,nation,2020-11-29,65980,13521,8905
E92000001,England,nation,2020-11-28,65557,13208,9205
E92000001,England,nation,2020-11-27,65168,13754,12264
E92000001,England,nation,2020-11-26,64781,13908,12276
E92000001,England,nation,2020-11-25,64401,14240,13929
E92000001,England,nation,2020-11-24,63965,14506,14029
E92000001,England,nation,2020-11-23,63542,14712,16206
E92000001,England,nation,2020-11-22,63113,14354,10036
E92000001,England,nation,2020-11-21,62693,14118,10617
E92000001,England,nation,2020-11-20,62280,14236,14679
E92000001,England,nation,2020-11-19,61873,14479,15498
E92000001,England,nation,2020-11-18,61466,14490,18207
E92000001,England,nation,2020-11-17,61022,14411,20321
E92000001,England,nation,2020-11-16,60644,14313,23730
E92000001,England,nation,2020-11-15,60282,13886,14208
E92000001,England,nation,2020-11-14,59907,13399,16035
E92000001,England,nation,2020-11-13,59540,13328,21644
E92000001,England,nation,2020-11-12,59188,12967,21947
E92000001,England,nation,2020-11-11,58831,12730,24638
E92000001,England,nation,2020-11-10,58514,12033,24471
E92000001,England,nation,2020-11-09,58185,12259,28095
E92000001,England,nation,2020-11-08,57781,11680,17966
E92000001,England,nation,2020-11-07,57434,11514,16617
E92000001,England,nation,2020-11-06,57086,11181,20826
E92000001,England,nation,2020-11-05,56747,10994,20874
E92000001,England,nation,2020-11-04,56447,11037,20693
E92000001,England,nation,2020-11-03,56164,10971,22309
E92000001,England,nation,2020-11-02,55860,10397,27928
E92000001,England,nation,2020-11-01,55581,9623,13367
E92000001,England,nation,2020-10-31,55298,9782,14344
E92000001,England,nation,2020-10-30,55021,9295,19644
E92000001,England,nation,2020-10-29,54737,9127,19965
E92000001,England,nation,2020-10-28,54484,9070,20236
E92000001,England,nation,2020-10-27,54256,8595,20488
E92000001,England,nation,2020-10-26,54030,7856,22749
E92000001,England,nation,2020-10-25,53812,7612,13162
E92000001,England,nation,2020-10-24,53605,7176,13520
E92000001,England,nation,2020-10-23,53431,6842,18102
E92000001,England,nation,2020-10-22,53248,6345,19613
E92000001,England,nation,2020-10-21,53062,6271,21484
E92000001,England,nation,2020-10-20,52866,6072,21332
E92000001,England,nation,2020-10-19,52689,5644,22102
E92000001,England,nation,2020-10-18,52534,5202,11855
E92000001,England,nation,2020-10-17,52410,5029,12352
E92000001,England,nation,2020-10-16,52242,4854,14549
E92000001,England,nation,2020-10-15,52117,4569,15237
E92000001,England,nation,2020-10-14,51993,4313,16438
E92000001,England,nation,2020-10-13,51889,4105,15431
E92000001,England,nation,2020-10-12,51795,3827,16194
E92000001,England,nation,2020-10-11,51701,3604,9654
E92000001,England,nation,2020-10-10,51595,3369,10152
E92000001,England,nation,2020-10-09,51508,3238,13008
E92000001,England,nation,2020-10-08,51426,3179,15265
E92000001,England,nation,2020-10-07,51346,3066,15189
E92000001,England,nation,2020-10-06,51258,2903,14290
E92000001,England,nation,2020-10-05,51189,2705,14036
E92000001,England,nation,2020-10-04,51135,2435,9835
E92000001,England,nation,2020-10-03,51080,2290,9698
E92000001,England,nation,2020-10-02,51024,2180,11575
E92000001,England,nation,2020-10-01,50955,2069,11301
E92000001,England,nation,2020-09-30,50899,2036,10521
E92000001,England,nation,2020-09-29,50846,1954,8715
E92000001,England,nation,2020-09-28,50804,1955,8574
E92000001,England,nation,2020-09-27,50757,1793,6025
E92000001,England,nation,2020-09-26,50708,1689,5649
E92000001,England,nation,2020-09-25,50665,1686,6032
E92000001,England,nation,2020-09-24,50630,1546,6290
E92000001,England,nation,2020-09-23,50597,1439,5885
E92000001,England,nation,2020-09-22,50545,1378,5355
E92000001,England,nation,2020-09-21,50513,1299,4697
E92000001,England,nation,2020-09-20,50487,1174,4626
E92000001,England,nation,2020-09-19,50453,1081,4174
E92000001,England,nation,2020-09-18,50431,1020,4272
E92000001,England,nation,2020-09-17,50406,984,3939
E92000001,England,nation,2020-09-16,50372,929,3744
E92000001,England,nation,2020-09-15,50347,891,3039
E92000001,England,nation,2020-09-14,50325,812,2892
E92000001,England,nation,2020-09-13,50308,691,1708
E92000001,England,nation,2020-09-12,50290,663,2206
E92000001,England,nation,2020-09-11,50269,622,2855
E92000001,England,nation,2020-09-10,50254,572,3099
E92000001,England,nation,2020-09-09,50239,557,2849
E92000001,England,nation,2020-09-08,50229,535,3002
E92000001,England,nation,2020-09-07,50214,555,3459
E92000001,England,nation,2020-09-06,50194,483,2056
E92000001,England,nation,2020-09-05,50181,471,2189
E92000001,England,nation,2020-09-04,50169,474,2591
E92000001,England,nation,2020-09-03,50155,468,2662
E92000001,England,nation,2020-09-02,50149,451,2617
E92000001,England,nation,2020-09-01,50136,496,1928
E92000001,England,nation,2020-08-31,50127,495,1261
E92000001,England,nation,2020-08-30,50111,479,975
E92000001,England,nation,2020-08-29,50103,478,1038
E92000001,England,nation,2020-08-28,50095,469,1382
E92000001,England,nation,2020-08-27,50084,492,1324
E92000001,England,nation,2020-08-26,50073,485,1137
E92000001,England,nation,2020-08-25,50058,500,1061
E92000001,England,nation,2020-08-24,50039,522,1132
E92000001,England,nation,2020-08-23,50031,522,697
E92000001,England,nation,2020-08-22,50015,594,715
E92000001,England,nation,2020-08-21,50004,528,1007
E92000001,England,nation,2020-08-20,49995,551,1219
E92000001,England,nation,2020-08-19,49979,571,1074
E92000001,England,nation,2020-08-18,49969,597,924
E92000001,England,nation,2020-08-17,49958,626,1135
E92000001,England,nation,2020-08-16,49939,634,530
E92000001,England,nation,2020-08-15,49927,630,643
E92000001,England,nation,2020-08-14,49906,642,1037
E92000001,England,nation,2020-08-13,49891,652,1020
E92000001,England,nation,2020-08-12,49873,642,1094
E92000001,England,nation,2020-08-11,49853,672,1212
E92000001,England,nation,2020-08-10,49833,714,1349
E92000001,England,nation,2020-08-09,49810,611,555
E92000001,England,nation,2020-08-08,49792,650,636
E92000001,England,nation,2020-08-07,49774,711,865
E92000001,England,nation,2020-08-06,49755,756,980
E92000001,England,nation,2020-08-05,49738,805,942
E92000001,England,nation,2020-08-04,49731,807,920
E92000001,England,nation,2020-08-03,49711,842,935
E92000001,England,nation,2020-08-02,49692,847,513
E92000001,England,nation,2020-08-01,49677,879,494
E92000001,England,nation,2020-07-31,49661,870,626
E92000001,England,nation,2020-07-30,49635,898,857
E92000001,England,nation,2020-07-29,49621,927,973
E92000001,England,nation,2020-07-28,49600,944,778
E92000001,England,nation,2020-07-27,49580,945,807
E92000001,England,nation,2020-07-26,49564,965,515
E92000001,England,nation,2020-07-25,49536,977,492
E92000001,England,nation,2020-07-24,49516,1018,718
E92000001,England,nation,2020-07-23,49499,1095,728
E92000001,England,nation,2020-07-22,49466,1305,746
E92000001,England,nation,2020-07-21,49432,1188,690
E92000001,England,nation,2020-07-20,49402,1278,753
E92000001,England,nation,2020-07-19,49373,1301,414
E92000001,England,nation,2020-07-18,49351,1321,466
E92000001,England,nation,2020-07-17,49323,1346,547
E92000001,England,nation,2020-07-16,49292,1348,641
E92000001,England,nation,2020-07-15,49274,1489,725
E92000001,England,nation,2020-07-14,49235,1506,652
E92000001,England,nation,2020-07-13,49197,1612,689
E92000001,England,nation,2020-07-12,49155,1611,353
E92000001,England,nation,2020-07-11,49126,1640,419
E92000001,England,nation,2020-07-10,49093,1746,519
E92000001,England,nation,2020-07-09,49051,1801,683
E92000001,England,nation,2020-07-08,48995,1888,671
E92000001,England,nation,2020-07-07,48951,2010,558
E92000001,England,nation,2020-07-06,48910,2099,654
E92000001,England,nation,2020-07-05,48862,2100,540
E92000001,England,nation,2020-07-04,48818,2152,387
E92000001,England,nation,2020-07-03,48772,2294,541
E92000001,England,nation,2020-07-02,48727,2410,563
E92000001,England,nation,2020-07-01,48672,2509,614
E92000001,England,nation,2020-06-30,48628,2665,572
E92000001,England,nation,2020-06-29,48557,3024,666
E92000001,England,nation,2020-06-28,48494,2818,410
E92000001,England,nation,2020-06-27,48432,2819,504
E92000001,England,nation,2020-06-26,48371,2859,641
E92000001,England,nation,2020-06-25,48301,3066,635
E92000001,England,nation,2020-06-24,48204,3223,727
E92000001,England,nation,2020-06-23,48111,3288,729
E92000001,England,nation,2020-06-22,48022,3417,814
E92000001,England,nation,2020-06-21,47948,3373,550
E92000001,England,nation,2020-06-20,47881,3423,628
E92000001,England,nation,2020-06-19,47805,3575,819
E92000001,England,nation,2020-06-18,47729,3681,943
E92000001,England,nation,2020-06-17,47650,3826,910
E92000001,England,nation,2020-06-16,47559,3934,994
E92000001,England,nation,2020-06-15,47456,3920,935
E92000001,England,nation,2020-06-14,47364,3973,744
E92000001,England,nation,2020-06-13,47245,4000,789
E92000001,England,nation,2020-06-12,47160,4136,945
E92000001,England,nation,2020-06-11,47038,4179,915
E92000001,England,nation,2020-06-10,46930,4447,1079
E92000001,England,nation,2020-06-09,46788,4665,1055
E92000001,England,nation,2020-06-08,46661,4830,990
E92000001,England,nation,2020-06-07,46519,4820,666
E92000001,England,nation,2020-06-06,46382,5004,724
E92000001,England,nation,2020-06-05,46253,5213,1023
E92000001,England,nation,2020-06-04,46093,5398,1146
E92000001,England,nation,2020-06-03,45930,5600,1238
E92000001,England,nation,2020-06-02,45751,5827,1348
E92000001,England,nation,2020-06-01,45547,5954,1311
E92000001,England,nation,2020-05-31,45368,5933,988
E92000001,England,nation,2020-05-30,45193,5972,996
E92000001,England,nation,2020-05-29,45005,6250,1371
E92000001,England,nation,2020-05-28,44789,6528,1569
E92000001,England,nation,2020-05-27,44548,6836,1610
E92000001,England,nation,2020-05-26,44315,7305,1450
E92000001,England,nation,2020-05-25,44055,7448,1375
E92000001,England,nation,2020-05-24,43815,7415,1200
E92000001,England,nation,2020-05-23,43581,7428,1301
E92000001,England,nation,2020-05-22,43326,7761,1792
E92000001,England,nation,2020-05-21,43070,7903,2267
E92000001,England,nation,2020-05-20,42784,8115,2341
E92000001,England,nation,2020-05-19,42481,8518,2583
E92000001,England,nation,2020-05-18,42165,8668,2205
E92000001,England,nation,2020-05-17,41821,8611,1588
E92000001,England,nation,2020-05-16,41505,8643,1768
E92000001,England,nation,2020-05-15,41154,9079,2128
E92000001,England,nation,2020-05-14,40795,9231,2208
E92000001,England,nation,2020-05-13,40422,9602,2885
E92000001,England,nation,2020-05-12,40049,9791,2919
E92000001,England,nation,2020-05-11,39669,10109,3058
E92000001,England,nation,2020-05-10,39314,9893,2000
E92000001,England,nation,2020-05-09,38891,10176,1794
E92000001,England,nation,2020-05-08,38428,10249,2622
E92000001,England,nation,2020-05-07,37946,10726,3203
E92000001,England,nation,2020-05-06,37411,11227,3259
